dimension,group,channel,term,estimate,std_error,ci_low,ci_high,p_value,scenario_percent_change,scenario_ci_low,scenario_ci_high,scenario_unit,n,vcov,q_value_bh
sector,Agriculture,current,CH,-0.01812017065624348,0.18122879161362193,-0.3843972214014788,0.3481568800889918,0.9208556427606664,58.67861008342798,19.353476886667732,110.96076926118566,percent change in conditional geometric mean of (1 + funding hours),402595,country + week two-way CRV1,0.9208556427606664
sector,Agriculture,recent,VG,0.4076522078691558,0.20538184477974367,-0.007439984230887153,0.8227443999691988,0.054049030386996266,-30.111086897965766,-51.38730300415549,0.4770456368883431,percent change in conditional geometric mean of (1 + funding hours),402595,country + week two-way CRV1,0.09458580317724347
sector,Food,current,CH,0.2804994916606435,0.216496695709908,-0.1567244552906954,0.7177234386119824,0.2023503710198098,337.27247513902574,188.85448381538396,561.9499721403545,percent change in conditional geometric mean of (1 + funding hours),259893,country + week two-way CRV1,0.314767243808593
sector,Food,recent,VG,0.9327130998122166,0.3380733084581766,0.249960202368264,1.6154659972561691,0.008627004932143967,-41.72838224672658,-58.23280236444458,-18.70219627344515,percent change in conditional geometric mean of (1 + funding hours),259893,country + week two-way CRV1,0.030194517262503884
sector,Retail,current,CH,0.04352413976810232,0.04786822411756725,-0.05329848251278564,0.14034676204899027,0.36880373436094027,70.16583953852205,21.3336974060418,138.65103895208713,percent change in conditional geometric mean of (1 + funding hours),235331,country + week two-way CRV1,0.4693865710048331
sector,Retail,recent,VG,0.26016650119792123,0.06024830756847458,0.13830279653158564,0.38203020586425684,0.00010455435490008824,15.230175574841699,-1.9344799565632218,35.39920409464549,percent change in conditional geometric mean of (1 + funding hours),235331,country + week two-way CRV1,0.0014637609686012354
sector,Housing,current,CH,-0.09171183256673886,0.013429591844278933,-0.11937059471777253,-0.06405307041570518,3.7038244449227875e-07,27.019082619034666,9.150576015610884,47.81275498787718,percent change in conditional geometric mean of (1 + funding hours),74031,country + week two-way CRV1,5.1853542228919025e-06
sector,Housing,recent,VG,0.026243330635077115,0.02357082553144888,-0.02230169326716352,0.07478835453731775,0.2761353394592043,11.328567086840485,-4.317370934455143,29.532914915192453,percent change in conditional geometric mean of (1 + funding hours),74031,country + week two-way CRV1,0.3221578960357384
sector,Services,current,CH,0.8314032435392968,0.4427381764603759,-0.06487333702811571,1.7276798241067093,0.06808982683950138,154.4582845409762,-27.602526699000773,794.354673157395,percent change in conditional geometric mean of (1 + funding hours),55098,country + week two-way CRV1,0.13617965367900275
sector,Services,recent,VG,0.5289797607935756,0.4335873525398078,-0.34877194523405297,1.406731466821204,0.2299797721395942,-8.678616605116641,-66.5075933383659,148.99957621463994,percent change in conditional geometric mean of (1 + funding hours),55098,country + week two-way CRV1,0.29270152817766537
sector,Personal Use,current,CH,0.044580208483783634,0.021091010923613155,0.0015066177989399507,0.08765379916862731,0.042964886224531984,25.336933448426475,6.738569164867967,47.17591784456743,percent change in conditional geometric mean of (1 + funding hours),42577,country + week two-way CRV1,0.10025140119057463
sector,Personal Use,recent,VG,0.05583327392880571,0.024108521377718104,0.006597104756942446,0.10506944310066897,0.027581574996415892,11.618206841645211,-5.907437128549039,32.40817040519171,percent change in conditional geometric mean of (1 + funding hours),42577,country + week two-way CRV1,0.06435700832497042
sector,Clothing,current,CH,0.09964891629450802,0.19904766753455794,-0.3036599674475373,0.5029578000365533,0.6195977616407498,48.203370849276155,-2.9096386904177707,126.22471309024104,percent change in conditional geometric mean of (1 + funding hours),35932,country + week two-way CRV1,0.6672591279208074
sector,Clothing,recent,VG,-0.5600597952960175,0.2294337801003688,-1.024936791299663,-0.09518279929237206,0.01954934082517501,-17.5137873221978,-47.31402812668879,29.142066474325812,percent change in conditional geometric mean of (1 + funding hours),35932,country + week two-way CRV1,0.05473815431049003
sector,Education,current,CH,0.13960294167837717,0.04151600258448761,0.05469318256972519,0.22451270078702915,0.0021826952422023815,61.07287410309551,31.547461918232976,97.2251717631631,percent change in conditional geometric mean of (1 + funding hours),34056,country + week two-way CRV1,0.01018591113027778
